subject,number,name,description,credit_hours,crn,section,enrollment_status,type,type_code,start_time,end_time,days,room,building,instructors,
ANSC,422,Companion Animal Nutrition,"Digestive physiology and basic nutritional considerations of companion animals, with primary focus on dogs and cats. Topics discussed include nutritional idiosyncrasies of dogs and cats, the importance of nutrition in various physiological states, and nutrient needs during disease. Information on pet food regulations, common ingredients and formulation, manufacturing methods, and trends in the pet food industry will also be covered. Same as NUTR 422. 3 undergraduate hours. 3 graduate hours. Prerequisite: ANSC 223 or equivalent.",3 hours.,65393,A,Closed,Online Lecture,OLC,ARRANGED,,,,,"Swanson, K",
ANSC,424,Pet Food &amp; Feed Manufacturing,"Integrates principles of animal nutrition with various aspects pertaining to pet food and animal feed manufacturing. Topics discussed in this course include processing technologies (e.g., extrusion, retorting, baking) involved in the manufacturing of pet foods and animal feeds, principles of diet formulation and nutritional guidelines, and an overview of regulatory affairs, quality control, and good manufacturing practices. This course includes two field trips to a pet food manufacturing facility and a food and feed ingredient company. Same as NUTR 424. 3 undergraduate hours. 3 graduate hours. Prerequisite: Required - ANSC 223; Recommended - ANSC 322 and ANSC 422.",3 hours.,65393,A,Open,Lecture-Discussion,LCD,15:30,16:50,TR,,,"Cattai de Godoy, M",
ANSC,431,Advanced Reproductive Biology,"Course is an upper-level undergraduate or entry-level graduate course dealing with reproductive biology. It will include the study of basic cell biology of reproduction, lactation, growth and hormone regulation of domestic and non-domestic animals as well as humans, including biotechnology methods of reproduction control, manipulation, performance enhancement of lactation and growth, and disease control. 3 undergraduate hours. 3 graduate hours. Prerequisite: ANSC 224 or equivalent.",3 hours.,29869,AR,Open,Lecture-Discussion,LCD,13:00,13:50,MWF,132,Bevier Hall,"Nowak, R",
ANSC,440,Applied Statistical Methods I,"Same as ABE 440, CPSC 440, FSHN 440, NRES 440, and NUTR 440. See CPSC 440.",4 hours.,29872,AL1,CrossListOpen,Lecture,LEC,15:30,16:50,TR,149,National Soybean Res Ctr,"Lipka, A",
ANSC,440,Applied Statistical Methods I,"Same as ABE 440, CPSC 440, FSHN 440, NRES 440, and NUTR 440. See CPSC 440.",4 hours.,29877,AY2,CrossListOpen,Online Lab,OLB,ARRANGED,,,,,"Lipka, A",
ANSC,440,Applied Statistical Methods I,"Same as ABE 440, CPSC 440, FSHN 440, NRES 440, and NUTR 440. See CPSC 440.",4 hours.,29880,AY3,CrossListOpen,Online Lab,OLB,ARRANGED,,,,,"Lipka, A",
ANSC,440,Applied Statistical Methods I,"Same as ABE 440, CPSC 440, FSHN 440, NRES 440, and NUTR 440. See CPSC 440.",4 hours.,59983,AY4,CrossListOpen,Online Lab,OLB,ARRANGED,,,,,"Lipka, A",
ANSC,440,Applied Statistical Methods I,"Same as ABE 440, CPSC 440, FSHN 440, NRES 440, and NUTR 440. See CPSC 440.",4 hours.,29884,AY6,CrossListOpen,Online Lab,OLB,ARRANGED,,,,,"Lipka, A",
ANSC,445,Statistical Methods,"Design and analysis of experiments: multiple regression, method of fitting constants, factorial experiments with unequal subclass numbers, analysis of covariance, experimental design; computer applications to agricultural experiments using statistical packages. Same as ABE 445 and NRES 445. 4 undergraduate hours. 4 graduate hours. Prerequisite: CPSC 440, or equivalent.",4 hours.,74790,A,CrossListOpen,Online,ONL,ARRANGED,,,,,"Rodriguez Zas, S",
ANSC,452,Animal Growth and Development,"Basic principles of animal growth from early fetal development through typical marketing ages for the major domestic animal species. Topics discussed include molecular and cellular determinants of tissue development and whole animal growth, with coverage of current and future technologies for manipulating growth to enhance animal production. 3 or 4 undergraduate hours. 4 graduate hours. Prerequisite: ANSC 221, ANSC 222, ANSC 223, and ANSC 224.",3 OR 4 hours.,60742,A,Open,Lecture-Discussion,LCD,9:00,9:50,MWF,132,Bevier Hall,"Dilger, A",
ANSC,471,ANSC Leaders &amp; Entrepreneurs,"Designed to familiarize students with the tools and skills necessary for successful business operation in industry and entrepreneurial environments including food animal production farms. The overall aim is to explore how enhanced interpersonal and leadership skills facilitate positive relations in business. Students will design a business plan, an entrepreneurial enterprise, that will be read by an external committee of professors, community members, and business owners and evaluated for its viability and creativity. This course is relevant for leaders as well as future entrepreneurs interested in acquiring valuable skills that may be applied to many careers. 3 undergraduate hours. 3 graduate hours. Prerequisites: Any advanced composition course.",3 hours.,60743,A,Open (Restricted),Lecture-Discussion,LCD,8:00,9:20,TR,292,Animal Sciences Laboratory,"Cardoso, F",
ANSC,498,Integrating Animal Sciences,"Introduction to the theoretical basis of and skills associated with leadership, inquiry, and collaborative learning. Capstone experience in integrating knowledge, practicing skills, and applying theory through collaborative projects that address current issues in animal sciences. Projects relate to the impact of animals and animal use on humans and societal issues facing the world today. 2 undergraduate hours. No graduate credit. Prerequisite: ANSC 298. Restricted to Animal Sciences major(s). Restricted to students with Senior class standing.",2 hours.,60744,A,Closed,Online Lecture,OLC,15:00,15:50,M,,,"Schneider, A",
ANSC,499,Seminar,Group discussion or an experimental course on a special topic in animal sciences. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated if topics vary.,1 TO 4 hours.,60745,,Open (Restricted),Independent Study,IND,ARRANGED,,,,,,
ANSC,499,Seminar,Group discussion or an experimental course on a special topic in animal sciences. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated if topics vary.,1 TO 4 hours.,60746,B,Open,Online Discussion,OD,16:00,16:50,W,,,"Nolan, D",
ANSC,499,Seminar,Group discussion or an experimental course on a special topic in animal sciences. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated if topics vary.,1 TO 4 hours.,60747,B,Open,Online Lecture,OLC,ARRANGED,,,,,"Nolan, D",
ANSC,499,Seminar,Group discussion or an experimental course on a special topic in animal sciences. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated if topics vary.,1 TO 4 hours.,60748,MRG,Open,Online,ONL,ARRANGED,,,,,"Cattai de Godoy, M",
ANSC,499,Seminar,Group discussion or an experimental course on a special topic in animal sciences. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated if topics vary.,1 TO 4 hours.,60749,PC,Open,Online,ONL,9:00,9:50,F,,,"Cardoso, F",
ANSC,523,Techniques in Animal Nutrition,"Discusses and applies methods of laboratory analysis and animal experimentation frequently used in nutrition research. Same as NUTR 523. 3 graduate hours. No professional credit. Prerequisite: Courses in nutrition, physiology, and biochemistry and consent of instructor.",3 hours.,60800,,CrossListOpen (Restricted),Lecture-Discussion,LCD,14:30,16:20,TR,,,"Dilger, R",
ANSC,524,Nonruminant Nutrition Concepts,"Review of literature in nonruminant nutrition. Emphasizes basic concepts associated with food intake, carbohydrate and fat utilization, protein quality, bioavailability of nutrients, and diet formulation. Same as NUTR 524. 2 graduate hours. No professional credit. Prerequisite: Consent of instructor.",2 hours.,70588,A,CrossListOpen,Lecture-Discussion,LCD,10:00,10:50,TR,313,Mumford Hall,"Parsons, C",
